1.000088930130004883e+00 1.411279663443565369e-04
9.991207122802734375e-01 2.967379987239837646e-04
9.959661960601806641e-01 6.584748625755310059e-04
9.907721281051635742e-01 1.718613319098949432e-03
9.837239980697631836e-01 3.181457519531250000e-03
9.745167493820190430e-01 4.828538745641708374e-03
9.635611176490783691e-01 6.845017895102500916e-03
9.505007266998291016e-01 9.208479896187782288e-03
9.358639717102050781e-01 1.174215413630008698e-02
9.191786050796508789e-01 1.445909217000007629e-02
9.007328748703002930e-01 1.729094237089157104e-02
8.807886242866516113e-01 2.031308598816394806e-02
8.592883944511413574e-01 2.375254593789577484e-02
8.363226652145385742e-01 2.745068445801734924e-02
8.118385672569274902e-01 3.190653026103973389e-02
7.860550880432128906e-01 3.713053092360496521e-02
7.592023611068725586e-01 4.326775297522544861e-02
7.313763499259948730e-01 5.039379373192787170e-02
7.025388479232788086e-01 5.842174589633941650e-02
6.727362871170043945e-01 6.718879193067550659e-02
6.423424482345581055e-01 7.629636675119400024e-02
6.112367510795593262e-01 8.570061624050140381e-02
5.798069238662719727e-01 9.477201104164123535e-02
5.480203032493591309e-01 1.031840145587921143e-01
5.160514116287231445e-01 1.106100976467132568e-01
4.839670360088348389e-01 1.166331022977828979e-01
4.520140290260314941e-01 1.212035417556762695e-01
4.201367497444152832e-01 1.241293177008628845e-01
3.889059722423553467e-01 1.255122423171997070e-01
3.576785326004028320e-01 1.253676861524581909e-01
3.273826241493225098e-01 1.239358335733413696e-01
2.975890636444091797e-01 1.213507577776908875e-01
2.687196135520935059e-01 1.179315373301506042e-01
2.408144325017929077e-01 1.137759909033775330e-01
2.140667885541915894e-01 1.090323030948638916e-01
1.882199198007583618e-01 1.036615073680877686e-01
1.638732403516769409e-01 9.781487286090850830e-02
1.407590657472610474e-01 9.159990400075912476e-02
1.192585304379463196e-01 8.487356454133987427e-02
9.933003038167953491e-02 7.782976329326629639e-02
8.090221881866455078e-02 7.020410150289535522e-02
6.428698450326919556e-02 6.231296062469482422e-02
4.956010729074478149e-02 5.406159162521362305e-02
3.657621145248413086e-02 4.577267915010452271e-02
2.544992230832576752e-02 3.756549954414367676e-02
1.628844253718852997e-02 2.949797548353672028e-02
9.220421314239501953e-03 2.161020040512084961e-02
4.061845131218433380e-03 1.387902721762657166e-02
9.790416806936264038e-04 6.633376702666282654e-03
-2.981908619403839111e-05 6.017601117491722107e-05
1.051210332661867142e-03 -4.373608157038688660e-03
4.066158086061477661e-03 -8.082459680736064911e-03
9.198632091283798218e-03 -1.189494971185922623e-02
1.635219901800155640e-02 -1.532540470361709595e-02
2.546516060829162598e-02 -1.857570186257362366e-02
3.654896467924118042e-02 -2.167429029941558838e-02
4.944336414337158203e-02 -2.449761517345905304e-02
6.438231468200683594e-02 -2.701662853360176086e-02
8.093952387571334839e-02 -2.941928617656230927e-02
9.930298477411270142e-02 -3.161202371120452881e-02
1.193257123231887817e-01 -3.346337750554084778e-02
1.408901065587997437e-01 -3.516542539000511169e-02
1.639495491981506348e-01 -3.680473938584327698e-02
1.882560849189758301e-01 -3.835914283990859985e-02
2.139011174440383911e-01 -3.995076939463615417e-02
2.408751249313354492e-01 -4.150599241256713867e-02
2.687518894672393799e-01 -4.299590364098548889e-02
2.975188791751861572e-01 -4.458218812942504883e-02
3.272545635700225830e-01 -4.588919132947921753e-02
3.577100634574890137e-01 -4.710622131824493408e-02
3.887484371662139893e-01 -4.806791990995407104e-02
4.202541410923004150e-01 -4.897276312112808228e-02
4.520802795886993408e-01 -4.969050362706184387e-02
4.840613007545471191e-01 -5.024894699454307556e-02
5.160557031631469727e-01 -5.084491521120071411e-02
5.480710268020629883e-01 -5.114851519465446472e-02
5.797238945960998535e-01 -5.114885792136192322e-02
6.113066673278808594e-01 -5.065532773733139038e-02
6.422729492187500000e-01 -4.962459951639175415e-02
6.727891564369201660e-01 -4.762546718120574951e-02
7.023254632949829102e-01 -4.474580287933349609e-02
7.311863899230957031e-01 -4.087505489587783813e-02
7.592264413833618164e-01 -3.621876239776611328e-02
7.861853837966918945e-01 -3.094165027141571045e-02
8.118878602981567383e-01 -2.524544671177864075e-02
8.361926078796386719e-01 -1.957274414598941803e-02
8.592917323112487793e-01 -1.415858045220375061e-02
8.807992935180664062e-01 -9.423147886991500854e-03
9.008009433746337891e-01 -5.469929426908493042e-03
9.191445112228393555e-01 -2.251282334327697754e-03
9.358452558517456055e-01 8.999253623187541962e-05
9.505922198295593262e-01 1.267362385988235474e-03
9.637055397033691406e-01 1.691413111984729767e-03
9.745844006538391113e-01 1.438471488654613495e-03
9.839156270027160645e-01 8.188262581825256348e-04
9.909648299217224121e-01 5.463920533657073975e-04
9.959318637847900391e-01 3.287445288151502609e-04
9.991315603256225586e-01 -1.907907426357269287e-05
1.000053524971008301e+00 -3.006868064403533936e-05
