1.000082015991210938e+00 1.401683315634727478e-03
9.990971088409423828e-01 1.724883913993835449e-03
9.959810972213745117e-01 2.598080784082412720e-03
9.907613992691040039e-01 4.363222047686576843e-03
9.837120771408081055e-01 6.673797965049743652e-03
9.744868874549865723e-01 9.408976882696151733e-03
9.635254144668579102e-01 1.246813684701919556e-02
9.504577517509460449e-01 1.587951183319091797e-02
9.358649849891662598e-01 1.949298381805419922e-02
9.191973209381103516e-01 2.318376302719116211e-02
9.007365703582763672e-01 2.714647352695465088e-02
8.807446360588073730e-01 3.126634657382965088e-02
8.592386245727539062e-01 3.586447983980178833e-02
8.363051414489746094e-01 4.086406156420707703e-02
8.118276596069335938e-01 4.654329270124435425e-02
7.861035466194152832e-01 5.299241095781326294e-02
7.592167854309082031e-01 6.013380736112594604e-02
7.313503026962280273e-01 6.791014969348907471e-02
7.024959325790405273e-01 7.599225640296936035e-02
6.727499961853027344e-01 8.414458483457565308e-02
6.422410011291503906e-01 9.193912893533706665e-02
6.112495064735412598e-01 9.913717210292816162e-02
5.798259973526000977e-01 1.053988188505172729e-01
5.479933619499206543e-01 1.104584410786628723e-01
5.160996913909912109e-01 1.142409294843673706e-01
4.839907288551330566e-01 1.167138218879699707e-01
4.520230889320373535e-01 1.179724335670471191e-01
4.201045036315917969e-01 1.181101649999618530e-01
3.888859152793884277e-01 1.174492314457893372e-01
3.576854169368743896e-01 1.160660684108734131e-01
3.273487091064453125e-01 1.141563057899475098e-01
2.975504696369171143e-01 1.117998585104942322e-01
2.687432467937469482e-01 1.089699342846870422e-01
2.408061027526855469e-01 1.057856306433677673e-01
2.140073329210281372e-01 1.020234972238540649e-01
1.882142424583435059e-01 9.772098064422607422e-02
1.638732403516769409e-01 9.288904070854187012e-02
1.407780349254608154e-01 8.749258518218994141e-02
1.192813664674758911e-01 8.159521222114562988e-02
9.929652512073516846e-02 7.529219985008239746e-02
8.089358359575271606e-02 6.845510751008987427e-02
6.430302560329437256e-02 6.131331622600555420e-02
4.959304258227348328e-02 5.386069416999816895e-02
3.658631443977355957e-02 4.623199999332427979e-02
2.548791281878948212e-02 3.855854645371437073e-02
1.633546128869056702e-02 3.071471489965915680e-02
9.256467223167419434e-03 2.279106900095939636e-02
4.026616923511028290e-03 1.483468152582645416e-02
9.789019823074340820e-04 7.158147171139717102e-03
-2.673268318176269531e-05 6.193434819579124451e-05
1.043607015162706375e-03 -7.091020233929157257e-03
4.104301333427429199e-03 -1.311530731618404388e-02
9.202690795063972473e-03 -1.881392672657966614e-02
1.639068499207496643e-02 -2.347236126661300659e-02
2.546835504472255707e-02 -2.721090987324714661e-02
3.653138130903244019e-02 -3.017357550561428070e-02
4.944835230708122253e-02 -3.226143866777420044e-02
6.440216302871704102e-02 -3.392935544252395630e-02
8.098484575748443604e-02 -3.523313254117965698e-02
9.931379556655883789e-02 -3.628243505954742432e-02
1.193604916334152222e-01 -3.715840354561805725e-02
1.408843398094177246e-01 -3.787385299801826477e-02
1.639580726623535156e-01 -3.854331374168395996e-02
1.882770061492919922e-01 -3.902237117290496826e-02
2.138931155204772949e-01 -3.933750465512275696e-02
2.408869862556457520e-01 -3.938497602939605713e-02
2.687675058841705322e-01 -3.914380073547363281e-02
2.974950075149536133e-01 -3.866488486528396606e-02
3.272849917411804199e-01 -3.782737255096435547e-02
3.577362895011901855e-01 -3.674583137035369873e-02
3.887017667293548584e-01 -3.549269586801528931e-02
4.202243089675903320e-01 -3.407382965087890625e-02
4.520786404609680176e-01 -3.252292424440383911e-02
4.841037690639495850e-01 -3.094730526208877563e-02
5.160892009735107422e-01 -2.928133122622966766e-02
5.481052398681640625e-01 -2.757571823894977570e-02
5.797665715217590332e-01 -2.577624097466468811e-02
6.112984418869018555e-01 -2.387455850839614868e-02
6.422585248947143555e-01 -2.198917604982852936e-02
6.727215051651000977e-01 -1.989711076021194458e-02
7.023814916610717773e-01 -1.766344718635082245e-02
7.311983704566955566e-01 -1.541123352944850922e-02
7.591931819915771484e-01 -1.322567649185657501e-02
7.861590385437011719e-01 -1.104860566556453705e-02
8.119173645973205566e-01 -9.020646102726459503e-03
8.362234830856323242e-01 -7.173489779233932495e-03
8.592668771743774414e-01 -5.482226610183715820e-03
8.807964920997619629e-01 -4.081477411091327667e-03
9.007485508918762207e-01 -2.931410446763038635e-03
9.191205501556396484e-01 -1.842619851231575012e-03
9.358426928520202637e-01 -1.112082973122596741e-03
9.506030082702636719e-01 -7.590390741825103760e-04
9.636907577514648438e-01 -7.081814110279083252e-04
9.745549559593200684e-01 -9.671933948993682861e-04
9.839640259742736816e-01 -1.285031437873840332e-03
9.909356832504272461e-01 -1.341802999377250671e-03
9.959086775779724121e-01 -1.212196890264749527e-03
9.990845918655395508e-01 -1.379776746034622192e-03
1.000052332878112793e+00 -1.290028914809226990e-03
